Hora inicio: 7/11/2024 08:42:26
3322: SHIP/2024/03305
Proveedor: P00008 [*KE*]: Ningbo Handian Electric Appliance CO., Ltd
Cliente: CR00005: ALCANCE INTEGRAL DE COSTA RICA, S.A.
Articulo: GLTT20W
-2028: No existen registros coincidentes (ODBC -2028)
No existen registros coincidentes (ODBC -2028)
Error al procesar Orden de Compra Global Reach
***

3343: SHIP/2024/03326
3392: SHIP/2024/03375
3416: SHIP/2024/03399
3417: SHIP/2024/03400
3337: SHIP/2024/03320
3340: SHIP/2024/03323
3339: SHIP/2024/03322
3178: SHIP/2024/03161
3335: SHIP/2024/03318
3396: SHIP/2024/03379
3103: SHIP/2024/03086
2980: SHIP/2024/02963
3102: SHIP/2024/03085
3086: SHIP/2024/03069
3099: SHIP/2024/03082
3098: SHIP/2024/03081
3319: SHIP/2024/03302
3261: SHIP/2024/03244
3091: SHIP/2024/03074
3317: SHIP/2024/03300
3084: SHIP/2024/03067
3082: SHIP/2024/03065
3156: SHIP/2024/03139
3310: SHIP/2024/03293
3313: SHIP/2024/03296
3346: SHIP/2024/03329
2960: SHIP/2024/02943
3394: SHIP/2024/03377
3342: SHIP/2024/03325
3330: SHIP/2024/03313
3301: SHIP/2024/03284
3377: SHIP/2024/03360
3338: SHIP/2024/03321
3183: SHIP/2024/03166
3329: SHIP/2024/03312
3294: SHIP/2024/03277
3294: SHIP/2024/03277
3293: SHIP/2024/03276
3322: SHIP/2024/03305
3014: SHIP/2024/02997
3010: SHIP/2024/02993
3318: SHIP/2024/03301
3317: SHIP/2024/03300
3004: SHIP/2024/02987
2586: SHIP/2024/02569
2571: SHIP/2024/02554
3273: SHIP/2024/03256
3309: SHIP/2024/03292
3275: SHIP/2024/03258
3308: SHIP/2024/03291
3241: SHIP/2024/03224
2984: SHIP/2024/02967
2978: SHIP/2024/02961
3231: SHIP/2024/03214
3215: SHIP/2024/03198
3217: SHIP/2024/03200
3258: SHIP/2024/03241
2937: SHIP/2024/02920
2955: SHIP/2024/02938
3273: SHIP/2024/03256
3239: SHIP/2024/03222
3325: SHIP/2024/03308
2882: SHIP/2024/02865
2875: SHIP/2024/02858
2874: SHIP/2024/02857
3116: SHIP/2024/03099
2658: SHIP/2024/02641
2679: SHIP/2024/02662
2664: SHIP/2024/02647
3243: SHIP/2024/03226
2648: SHIP/2024/02631
3240: SHIP/2024/03223
3239: SHIP/2024/03222
3230: SHIP/2024/03213
3220: SHIP/2024/03203
3210: SHIP/2024/03193
3214: SHIP/2024/03197
3212: SHIP/2024/03195
3210: SHIP/2024/03193
3206: SHIP/2024/03189
3206: SHIP/2024/03189
3202: SHIP/2024/03185
3201: SHIP/2024/03184
3200: SHIP/2024/03183
3195: SHIP/2024/03178
3195: SHIP/2024/03178
3195: SHIP/2024/03178
3194: SHIP/2024/03177
3193: SHIP/2024/03176
3191: SHIP/2024/03174
3190: SHIP/2024/03173
3188: SHIP/2024/03171
3188: SHIP/2024/03171
3187: SHIP/2024/03170
3186: SHIP/2024/03169
3186: SHIP/2024/03169
3185: SHIP/2024/03168
3181: SHIP/2024/03164
3067: SHIP/2024/03050
3086: SHIP/2024/03069
3175: SHIP/2024/03158
3281: SHIP/2024/03264
3179: SHIP/2024/03162
3177: SHIP/2024/03160
3303: SHIP/2024/03286
3362: SHIP/2024/03345
3179: SHIP/2024/03162
3178: SHIP/2024/03161
3174: SHIP/2024/03157
3178: SHIP/2024/03161
3178: SHIP/2024/03161
3057: SHIP/2024/03040
3171: SHIP/2024/03154
3059: SHIP/2024/03042
3169: SHIP/2024/03152
3169: SHIP/2024/03152
3169: SHIP/2024/03152
3157: SHIP/2024/03140
3169: SHIP/2024/03152
3164: SHIP/2024/03147
3159: SHIP/2024/03142
3054: SHIP/2024/03037
3053: SHIP/2024/03036
3161: SHIP/2024/03144
3051: SHIP/2024/03034
3047: SHIP/2024/03030
3160: SHIP/2024/03143
3049: SHIP/2024/03032
3158: SHIP/2024/03141
3156: SHIP/2024/03139
3046: SHIP/2024/03029
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3154: SHIP/2024/03137
3153: SHIP/2024/03136
3033: SHIP/2024/03016
3142: SHIP/2024/03125
3141: SHIP/2024/03124
3127: SHIP/2024/03110
3140: SHIP/2024/03123
3128: SHIP/2024/03111
3274: SHIP/2024/03257
3389: SHIP/2024/03372
3133: SHIP/2024/03116
3132: SHIP/2024/03115
3131: SHIP/2024/03114
3130: SHIP/2024/03113
3421: SHIP/2024/03404
3002: SHIP/2024/02985
3096: SHIP/2024/03079
3099: SHIP/2024/03082
3098: SHIP/2024/03081
2990: SHIP/2024/02973
2985: SHIP/2024/02968
2983: SHIP/2024/02966
2982: SHIP/2024/02965
2981: SHIP/2024/02964
3459: SHIP/2024/03442
2976: SHIP/2024/02959
2972: SHIP/2024/02955
2975: SHIP/2024/02958
2972: SHIP/2024/02955
3156: SHIP/2024/03139
3162: SHIP/2024/03145
3158: SHIP/2024/03141
3117: SHIP/2024/03100
2961: SHIP/2024/02944
3143: SHIP/2024/03126
2955: SHIP/2024/02938
2958: SHIP/2024/02941
2958: SHIP/2024/02941
2956: SHIP/2024/02939
2956: SHIP/2024/02939
2955: SHIP/2024/02938
2954: SHIP/2024/02937
2953: SHIP/2024/02936
2915: SHIP/2024/02898
2914: SHIP/2024/02897
2911: SHIP/2024/02894
2922: SHIP/2024/02905
2911: SHIP/2024/02894
2910: SHIP/2024/02893
2908: SHIP/2024/02891
2893: SHIP/2024/02876
2886: SHIP/2024/02869
2883: SHIP/2024/02866
2886: SHIP/2024/02869
2883: SHIP/2024/02866
2839: SHIP/2024/02822
2862: SHIP/2024/02845
2849: SHIP/2024/02832
2840: SHIP/2024/02823
2804: SHIP/2024/02787
2682: SHIP/2024/02665
2772: SHIP/2024/02755
2749: SHIP/2024/02732
2690: SHIP/2024/02673
2665: SHIP/2024/02648
2647: SHIP/2024/02630
2637: SHIP/2024/02620
2643: SHIP/2024/02626
2637: SHIP/2024/02620
2580: SHIP/2024/02563
3325: SHIP/2024/03308
Verificacion de ingresos a bodega de transitos en estado SAILING, ingresos bodega
Cierre de cabeceras de transitos: Procedimiento fn_oms_transit_arrived ejecutado con exito. 

Hora fin: 7/11/2024 09:40:03

Hora inicio: 7/11/2024 09:41:43
3322: SHIP/2024/03305
3067: SHIP/2024/03050
3316: SHIP/2024/03299
3074: SHIP/2024/03057
3066: SHIP/2024/03049
2725: SHIP/2024/02708
3315: SHIP/2024/03298
3117: SHIP/2024/03100
3313: SHIP/2024/03296
3303: SHIP/2024/03286
3094: SHIP/2024/03077
3304: SHIP/2024/03287
3063: SHIP/2024/03046
3048: SHIP/2024/03031
3311: SHIP/2024/03294
3062: SHIP/2024/03045
3104: SHIP/2024/03087
3059: SHIP/2024/03042
3392: SHIP/2024/03375
3301: SHIP/2024/03284
3056: SHIP/2024/03039
3298: SHIP/2024/03281
3298: SHIP/2024/03281
3392: SHIP/2024/03375
3052: SHIP/2024/03035
3297: SHIP/2024/03280
2797: SHIP/2024/02780
3288: SHIP/2024/03271
3288: SHIP/2024/03271
3102: SHIP/2024/03085
3287: SHIP/2024/03270
3285: SHIP/2024/03268
3285: SHIP/2024/03268
3273: SHIP/2024/03256
3274: SHIP/2024/03257
3042: SHIP/2024/03025
3027: SHIP/2024/03010
3085: SHIP/2024/03068
3278: SHIP/2024/03261
3181: SHIP/2024/03164
3101: SHIP/2024/03084
3081: SHIP/2024/03064
3284: SHIP/2024/03267
3277: SHIP/2024/03260
3233: SHIP/2024/03216
3129: SHIP/2024/03112
3263: SHIP/2024/03246
3264: SHIP/2024/03247
3179: SHIP/2024/03162
3037: SHIP/2024/03020
3386: SHIP/2024/03369
3032: SHIP/2024/03015
3283: SHIP/2024/03266
3185: SHIP/2024/03168
3401: SHIP/2024/03384
3171: SHIP/2024/03154
3017: SHIP/2024/03000
3025: SHIP/2024/03008
3172: SHIP/2024/03155
3257: SHIP/2024/03240
3117: SHIP/2024/03100
3262: SHIP/2024/03245
3369: SHIP/2024/03352
3068: SHIP/2024/03051
3259: SHIP/2024/03242
3260: SHIP/2024/03243
3023: SHIP/2024/03006
3089: SHIP/2024/03072
3019: SHIP/2024/03002
3025: SHIP/2024/03008
3255: SHIP/2024/03238
3003: SHIP/2024/02986
3171: SHIP/2024/03154
3021: SHIP/2024/03004
3018: SHIP/2024/03001
3137: SHIP/2024/03120
3375: SHIP/2024/03358
3043: SHIP/2024/03026
3256: SHIP/2024/03239
3000: SHIP/2024/02983
3384: SHIP/2024/03367
3363: SHIP/2024/03346
2996: SHIP/2024/02979
2986: SHIP/2024/02969
3362: SHIP/2024/03345
2971: SHIP/2024/02954
3044: SHIP/2024/03027
3358: SHIP/2024/03341
3005: SHIP/2024/02988
2964: SHIP/2024/02947
3254: SHIP/2024/03237
3040: SHIP/2024/03023
3247: SHIP/2024/03230
3250: SHIP/2024/03233
3041: SHIP/2024/03024
2963: SHIP/2024/02946
3157: SHIP/2024/03140
3183: SHIP/2024/03166
3242: SHIP/2024/03225
2873: SHIP/2024/02856
3022: SHIP/2024/03005
3051: SHIP/2024/03034
3102: SHIP/2024/03085
2923: SHIP/2024/02906
3249: SHIP/2024/03232
2805: SHIP/2024/02788
2634: SHIP/2024/02617
2909: SHIP/2024/02892
3248: SHIP/2024/03231
2848: SHIP/2024/02831
2635: SHIP/2024/02618
3359: SHIP/2024/03342
3151: SHIP/2024/03134
3150: SHIP/2024/03133
2937: SHIP/2024/02920
3184: SHIP/2024/03167
3245: SHIP/2024/03228
3354: SHIP/2024/03337
2962: SHIP/2024/02945
3354: SHIP/2024/03337
2871: SHIP/2024/02854
2647: SHIP/2024/02630
3378: SHIP/2024/03361
3353: SHIP/2024/03336
2651: SHIP/2024/02634
3341: SHIP/2024/03324
3072: SHIP/2024/03055
3020: SHIP/2024/03003
3137: SHIP/2024/03120
3062: SHIP/2024/03045
2581: SHIP/2024/02564
3197: SHIP/2024/03180
3135: SHIP/2024/03118
3218: SHIP/2024/03201
3217: SHIP/2024/03200
3205: SHIP/2024/03188
3032: SHIP/2024/03015
3078: SHIP/2024/03061
3320: SHIP/2024/03303
3307: SHIP/2024/03290
3371: SHIP/2024/03354
3197: SHIP/2024/03180
3235: SHIP/2024/03218
3016: SHIP/2024/02999
3109: SHIP/2024/03092
3228: SHIP/2024/03211
3403: SHIP/2024/03386
2976: SHIP/2024/02959
2975: SHIP/2024/02958
3080: SHIP/2024/03063
3234: SHIP/2024/03217
3402: SHIP/2024/03385
3203: SHIP/2024/03186
3123: SHIP/2024/03106
3337: SHIP/2024/03320
3229: SHIP/2024/03212
3043: SHIP/2024/03026
3149: SHIP/2024/03132
3118: SHIP/2024/03101
3213: SHIP/2024/03196
3146: SHIP/2024/03129
3001: SHIP/2024/02984
3329: SHIP/2024/03312
3027: SHIP/2024/03010
2980: SHIP/2024/02963
3348: SHIP/2024/03331
3122: SHIP/2024/03105
3321: SHIP/2024/03304
3316: SHIP/2024/03299
3224: SHIP/2024/03207
3321: SHIP/2024/03304
3369: SHIP/2024/03352
3239: SHIP/2024/03222
3294: SHIP/2024/03277
3222: SHIP/2024/03205
3294: SHIP/2024/03277
3214: SHIP/2024/03197
3306: SHIP/2024/03289
3305: SHIP/2024/03288
3189: SHIP/2024/03172
3194: SHIP/2024/03177
3211: SHIP/2024/03194
3201: SHIP/2024/03184
3339: SHIP/2024/03322
3203: SHIP/2024/03186
3084: SHIP/2024/03067
3293: SHIP/2024/03276
3082: SHIP/2024/03065
3100: SHIP/2024/03083
3236: SHIP/2024/03219
3095: SHIP/2024/03078
3286: SHIP/2024/03269
3204: SHIP/2024/03187
3100: SHIP/2024/03083
3182: SHIP/2024/03165
3281: SHIP/2024/03264
3092: SHIP/2024/03075
3200: SHIP/2024/03183
3267: SHIP/2024/03250
3280: SHIP/2024/03263
2956: SHIP/2024/02939
3192: SHIP/2024/03175
3272: SHIP/2024/03255
3265: SHIP/2024/03248
3284: SHIP/2024/03267
3279: SHIP/2024/03262
3185: SHIP/2024/03168
3021: SHIP/2024/03004
2911: SHIP/2024/02894
3334: SHIP/2024/03317
3091: SHIP/2024/03074
3340: SHIP/2024/03323
3395: SHIP/2024/03378
3279: SHIP/2024/03262
2591: SHIP/2024/02574
3396: SHIP/2024/03379
3334: SHIP/2024/03317
3261: SHIP/2024/03244
3281: SHIP/2024/03264
3271: SHIP/2024/03254
3270: SHIP/2024/03253
3385: SHIP/2024/03368
3270: SHIP/2024/03253
3022: SHIP/2024/03005
3165: SHIP/2024/03148
3181: SHIP/2024/03164
3152: SHIP/2024/03135
3139: SHIP/2024/03122
3398: SHIP/2024/03381
3258: SHIP/2024/03241
3219: SHIP/2024/03202
3126: SHIP/2024/03109
3296: SHIP/2024/03279
3180: SHIP/2024/03163
3176: SHIP/2024/03159
3251: SHIP/2024/03234
3163: SHIP/2024/03146
3164: SHIP/2024/03147
3173: SHIP/2024/03156
3252: SHIP/2024/03235
3147: SHIP/2024/03130
3172: SHIP/2024/03155
3277: SHIP/2024/03260
3155: SHIP/2024/03138
3145: SHIP/2024/03128
3375: SHIP/2024/03358
3390: SHIP/2024/03373
3397: SHIP/2024/03380
3389: SHIP/2024/03372
3272: SHIP/2024/03255
3293: SHIP/2024/03276
3272: SHIP/2024/03255
3396: SHIP/2024/03379
3371: SHIP/2024/03354
3381: SHIP/2024/03364
3393: SHIP/2024/03376
3366: SHIP/2024/03349
3390: SHIP/2024/03373
3308: SHIP/2024/03291
3125: SHIP/2024/03108
3179: SHIP/2024/03162
3388: SHIP/2024/03371
3138: SHIP/2024/03121
3388: SHIP/2024/03371
3013: SHIP/2024/02996
3404: SHIP/2024/03387
3066: SHIP/2024/03049
3381: SHIP/2024/03364
3368: SHIP/2024/03351
3124: SHIP/2024/03107
3246: SHIP/2024/03229
3387: SHIP/2024/03370
3210: SHIP/2024/03193
3365: SHIP/2024/03348
3383: SHIP/2024/03366
3253: SHIP/2024/03236
3115: SHIP/2024/03098
3032: SHIP/2024/03015
3380: SHIP/2024/03363
3057: SHIP/2024/03040
3097: SHIP/2024/03080
3113: SHIP/2024/03096
3254: SHIP/2024/03237
3111: SHIP/2024/03094
3223: SHIP/2024/03206
3110: SHIP/2024/03093
3351: SHIP/2024/03334
3110: SHIP/2024/03093
3378: SHIP/2024/03361
3370: SHIP/2024/03353
3233: SHIP/2024/03216
3377: SHIP/2024/03360
3383: SHIP/2024/03366
3318: SHIP/2024/03301
3370: SHIP/2024/03353
3358: SHIP/2024/03341
3326: SHIP/2024/03309
3369: SHIP/2024/03352
3103: SHIP/2024/03086
3103: SHIP/2024/03086
3251: SHIP/2024/03234
3095: SHIP/2024/03078
3294: SHIP/2024/03277
3295: SHIP/2024/03278
3369: SHIP/2024/03352
3079: SHIP/2024/03062
3012: SHIP/2024/02995
3357: SHIP/2024/03340
3209: SHIP/2024/03192
3008: SHIP/2024/02991
3208: SHIP/2024/03191
3080: SHIP/2024/03063
3102: SHIP/2024/03085
3365: SHIP/2024/03348
3207: SHIP/2024/03190
3187: SHIP/2024/03170
3094: SHIP/2024/03077
3198: SHIP/2024/03181
3197: SHIP/2024/03180
3015: SHIP/2024/02998
3330: SHIP/2024/03313
3024: SHIP/2024/03007
3334: SHIP/2024/03317
3086: SHIP/2024/03069
3170: SHIP/2024/03153
3375: SHIP/2024/03358
3356: SHIP/2024/03339
3355: SHIP/2024/03338
3232: SHIP/2024/03215
3014: SHIP/2024/02997
3352: SHIP/2024/03335
3330: SHIP/2024/03313
3351: SHIP/2024/03334
3350: SHIP/2024/03333
2993: SHIP/2024/02976
3085: SHIP/2024/03068
2987: SHIP/2024/02970
3336: SHIP/2024/03319
3349: SHIP/2024/03332
3345: SHIP/2024/03328
3333: SHIP/2024/03316
3332: SHIP/2024/03315
3336: SHIP/2024/03319
3325: SHIP/2024/03308
3295: SHIP/2024/03278
3326: SHIP/2024/03309
3331: SHIP/2024/03314
3324: SHIP/2024/03307
3323: SHIP/2024/03306
3210: SHIP/2024/03193
3122: SHIP/2024/03105
3144: SHIP/2024/03127
3232: SHIP/2024/03215
3276: SHIP/2024/03259
3224: SHIP/2024/03207
3000: SHIP/2024/02983
2997: SHIP/2024/02980
3224: SHIP/2024/03207
3214: SHIP/2024/03197
3347: SHIP/2024/03330
3328: SHIP/2024/03311
3218: SHIP/2024/03201
3262: SHIP/2024/03245
2989: SHIP/2024/02972
3376: SHIP/2024/03359
3372: SHIP/2024/03355
3344: SHIP/2024/03327
3327: SHIP/2024/03310
3418: SHIP/2024/03401
3343: SHIP/2024/03326
3392: SHIP/2024/03375
3416: SHIP/2024/03399
3417: SHIP/2024/03400
3337: SHIP/2024/03320
3340: SHIP/2024/03323
3339: SHIP/2024/03322
3178: SHIP/2024/03161
3335: SHIP/2024/03318
3396: SHIP/2024/03379
3103: SHIP/2024/03086
2980: SHIP/2024/02963
3102: SHIP/2024/03085
3086: SHIP/2024/03069
3099: SHIP/2024/03082
3098: SHIP/2024/03081
3319: SHIP/2024/03302
3261: SHIP/2024/03244
3091: SHIP/2024/03074
3317: SHIP/2024/03300
3084: SHIP/2024/03067
3082: SHIP/2024/03065
3156: SHIP/2024/03139
3310: SHIP/2024/03293
3313: SHIP/2024/03296
3346: SHIP/2024/03329
2960: SHIP/2024/02943
3394: SHIP/2024/03377
3342: SHIP/2024/03325
3330: SHIP/2024/03313
3301: SHIP/2024/03284
3377: SHIP/2024/03360
3338: SHIP/2024/03321
3183: SHIP/2024/03166
3329: SHIP/2024/03312
3294: SHIP/2024/03277
3294: SHIP/2024/03277
3293: SHIP/2024/03276
3322: SHIP/2024/03305
3014: SHIP/2024/02997
3010: SHIP/2024/02993
3318: SHIP/2024/03301
3317: SHIP/2024/03300
3004: SHIP/2024/02987
2586: SHIP/2024/02569
2571: SHIP/2024/02554
3273: SHIP/2024/03256
3309: SHIP/2024/03292
3275: SHIP/2024/03258
3308: SHIP/2024/03291
3241: SHIP/2024/03224
2984: SHIP/2024/02967
2978: SHIP/2024/02961
3231: SHIP/2024/03214
3215: SHIP/2024/03198
3217: SHIP/2024/03200
3258: SHIP/2024/03241
2937: SHIP/2024/02920
2955: SHIP/2024/02938
3273: SHIP/2024/03256
3239: SHIP/2024/03222
3325: SHIP/2024/03308
2882: SHIP/2024/02865
2875: SHIP/2024/02858
2874: SHIP/2024/02857
3116: SHIP/2024/03099
2658: SHIP/2024/02641
2679: SHIP/2024/02662
2664: SHIP/2024/02647
3243: SHIP/2024/03226
2648: SHIP/2024/02631
3240: SHIP/2024/03223
3239: SHIP/2024/03222
3230: SHIP/2024/03213
3220: SHIP/2024/03203
3210: SHIP/2024/03193
3214: SHIP/2024/03197
3212: SHIP/2024/03195
3210: SHIP/2024/03193
3206: SHIP/2024/03189
3206: SHIP/2024/03189
3202: SHIP/2024/03185
3201: SHIP/2024/03184
3200: SHIP/2024/03183
3195: SHIP/2024/03178
3195: SHIP/2024/03178
3195: SHIP/2024/03178
3194: SHIP/2024/03177
3193: SHIP/2024/03176
3191: SHIP/2024/03174
3190: SHIP/2024/03173
3188: SHIP/2024/03171
3188: SHIP/2024/03171
3187: SHIP/2024/03170
3186: SHIP/2024/03169
3186: SHIP/2024/03169
3185: SHIP/2024/03168
3181: SHIP/2024/03164
3067: SHIP/2024/03050
3086: SHIP/2024/03069
3175: SHIP/2024/03158
3281: SHIP/2024/03264
3179: SHIP/2024/03162
3177: SHIP/2024/03160
3303: SHIP/2024/03286
3362: SHIP/2024/03345
3179: SHIP/2024/03162
3178: SHIP/2024/03161
3174: SHIP/2024/03157
3178: SHIP/2024/03161
3178: SHIP/2024/03161
3057: SHIP/2024/03040
3171: SHIP/2024/03154
3059: SHIP/2024/03042
3169: SHIP/2024/03152
3169: SHIP/2024/03152
3169: SHIP/2024/03152
3157: SHIP/2024/03140
3169: SHIP/2024/03152
3164: SHIP/2024/03147
3159: SHIP/2024/03142
3054: SHIP/2024/03037
3053: SHIP/2024/03036
3161: SHIP/2024/03144
3051: SHIP/2024/03034
3160: SHIP/2024/03143
3049: SHIP/2024/03032
3158: SHIP/2024/03141
3156: SHIP/2024/03139
3046: SHIP/2024/03029
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3156: SHIP/2024/03139
3154: SHIP/2024/03137
3153: SHIP/2024/03136
3033: SHIP/2024/03016
3142: SHIP/2024/03125
3141: SHIP/2024/03124
3127: SHIP/2024/03110
3140: SHIP/2024/03123
3128: SHIP/2024/03111
3274: SHIP/2024/03257
3389: SHIP/2024/03372
3133: SHIP/2024/03116
3132: SHIP/2024/03115
3131: SHIP/2024/03114
3130: SHIP/2024/03113
3421: SHIP/2024/03404
3002: SHIP/2024/02985
3096: SHIP/2024/03079
3099: SHIP/2024/03082
3098: SHIP/2024/03081
2990: SHIP/2024/02973
2985: SHIP/2024/02968
2983: SHIP/2024/02966
2982: SHIP/2024/02965
2981: SHIP/2024/02964
3459: SHIP/2024/03442
2976: SHIP/2024/02959
2972: SHIP/2024/02955
2975: SHIP/2024/02958
2972: SHIP/2024/02955
3156: SHIP/2024/03139
3162: SHIP/2024/03145
3158: SHIP/2024/03141
3117: SHIP/2024/03100
2961: SHIP/2024/02944
3143: SHIP/2024/03126
2955: SHIP/2024/02938
2958: SHIP/2024/02941
2958: SHIP/2024/02941
2956: SHIP/2024/02939
2956: SHIP/2024/02939
2955: SHIP/2024/02938
2954: SHIP/2024/02937
2953: SHIP/2024/02936
2915: SHIP/2024/02898
2914: SHIP/2024/02897
2911: SHIP/2024/02894
2922: SHIP/2024/02905
2911: SHIP/2024/02894
2910: SHIP/2024/02893
2908: SHIP/2024/02891
2893: SHIP/2024/02876
2886: SHIP/2024/02869
2883: SHIP/2024/02866
2886: SHIP/2024/02869
2883: SHIP/2024/02866
2839: SHIP/2024/02822
2862: SHIP/2024/02845
2849: SHIP/2024/02832
2840: SHIP/2024/02823
2804: SHIP/2024/02787
2682: SHIP/2024/02665
2772: SHIP/2024/02755
2749: SHIP/2024/02732
2690: SHIP/2024/02673
2665: SHIP/2024/02648
2647: SHIP/2024/02630
2637: SHIP/2024/02620
2643: SHIP/2024/02626
2637: SHIP/2024/02620
2580: SHIP/2024/02563
3325: SHIP/2024/03308
Verificacion de ingresos a bodega de transitos en estado SAILING, ingresos bodega
ID: 3426: SHIP/2024/03409
Detalle verificado OK.
GXT2339ES|*XT*|GRS-GT|68|12|PCIU9362150|0
-*-
GXT2339ES|*XT*|GRS-GT|68|2998|PCIU9362150|0
-*-
Clasificacion lineas OK.
Incoterm: local, compra local True.
Compra local or landed OK.
Conectado a ALCANCE_GT
Conectando con GRS-GT para verificar ingresos a bodega
Ingresos bodega: 0
ID: 3426: SHIP/2024/03409
Detalle verificado OK.
GXT2422ES|*XT*|GRS-GT|68|3011|PCIU9254069|0
-*-
Clasificacion lineas OK.
Incoterm: local, compra local True.
Compra local or landed OK.
Conectado a ALCANCE_GT
Conectando con GRS-GT para verificar ingresos a bodega
Ingresos bodega: 0
Cierre de cabeceras de transitos: Procedimiento fn_oms_transit_arrived ejecutado con exito. 

Hora fin: 7/11/2024 09:42:39

Hora inicio: 7/11/2024 09:45:18
3322: SHIP/2024/03305
3067: SHIP/2024/03050
3316: SHIP/2024/03299
3074: SHIP/2024/03057
3066: SHIP/2024/03049
2725: SHIP/2024/02708
3315: SHIP/2024/03298
3117: SHIP/2024/03100
3313: SHIP/2024/03296
3303: SHIP/2024/03286
3094: SHIP/2024/03077
3304: SHIP/2024/03287
3063: SHIP/2024/03046
3048: SHIP/2024/03031
3311: SHIP/2024/03294
3062: SHIP/2024/03045
3104: SHIP/2024/03087
3059: SHIP/2024/03042
3392: SHIP/2024/03375
3301: SHIP/2024/03284
3056: SHIP/2024/03039
3298: SHIP/2024/03281
3298: SHIP/2024/03281
3392: SHIP/2024/03375
3052: SHIP/2024/03035
3297: SHIP/2024/03280
2797: SHIP/2024/02780
3288: SHIP/2024/03271
3288: SHIP/2024/03271
3102: SHIP/2024/03085
3287: SHIP/2024/03270
3285: SHIP/2024/03268
3285: SHIP/2024/03268
3273: SHIP/2024/03256
3274: SHIP/2024/03257
3042: SHIP/2024/03025
3027: SHIP/2024/03010
3085: SHIP/2024/03068
3278: SHIP/2024/03261
3181: SHIP/2024/03164
3101: SHIP/2024/03084
3081: SHIP/2024/03064
3284: SHIP/2024/03267
3277: SHIP/2024/03260
3233: SHIP/2024/03216
3129: SHIP/2024/03112
3263: SHIP/2024/03246
3264: SHIP/2024/03247
3179: SHIP/2024/03162
3037: SHIP/2024/03020
3386: SHIP/2024/03369
3032: SHIP/2024/03015
3283: SHIP/2024/03266
3185: SHIP/2024/03168
3401: SHIP/2024/03384
3171: SHIP/2024/03154
3017: SHIP/2024/03000
3025: SHIP/2024/03008
3172: SHIP/2024/03155
3257: SHIP/2024/03240
3117: SHIP/2024/03100
3262: SHIP/2024/03245
3369: SHIP/2024/03352
3068: SHIP/2024/03051
3259: SHIP/2024/03242
3260: SHIP/2024/03243
3023: SHIP/2024/03006
3089: SHIP/2024/03072
3019: SHIP/2024/03002
3025: SHIP/2024/03008
3255: SHIP/2024/03238
3003: SHIP/2024/02986
3171: SHIP/2024/03154
3021: SHIP/2024/03004
3018: SHIP/2024/03001
3137: SHIP/2024/03120
3375: SHIP/2024/03358
3043: SHIP/2024/03026
3256: SHIP/2024/03239
3000: SHIP/2024/02983
3384: SHIP/2024/03367
3363: SHIP/2024/03346
2996: SHIP/2024/02979
2986: SHIP/2024/02969
3362: SHIP/2024/03345
2971: SHIP/2024/02954
3044: SHIP/2024/03027
3358: SHIP/2024/03341
3005: SHIP/2024/02988
2964: SHIP/2024/02947
3254: SHIP/2024/03237
3040: SHIP/2024/03023
3247: SHIP/2024/03230
3250: SHIP/2024/03233
3041: SHIP/2024/03024
2963: SHIP/2024/02946
3157: SHIP/2024/03140
3183: SHIP/2024/03166
3242: SHIP/2024/03225
2873: SHIP/2024/02856
3022: SHIP/2024/03005
3051: SHIP/2024/03034
3102: SHIP/2024/03085
2923: SHIP/2024/02906
3249: SHIP/2024/03232
2805: SHIP/2024/02788
2634: SHIP/2024/02617
2909: SHIP/2024/02892
3248: SHIP/2024/03231
2848: SHIP/2024/02831
2635: SHIP/2024/02618
3359: SHIP/2024/03342
3150: SHIP/2024/03133
3151: SHIP/2024/03134
2937: SHIP/2024/02920
3184: SHIP/2024/03167
3245: SHIP/2024/03228
3354: SHIP/2024/03337
2962: SHIP/2024/02945
3354: SHIP/2024/03337
2871: SHIP/2024/02854
2647: SHIP/2024/02630
3378: SHIP/2024/03361
3353: SHIP/2024/03336
2651: SHIP/2024/02634
3341: SHIP/2024/03324
3072: SHIP/2024/03055
3020: SHIP/2024/03003
3137: SHIP/2024/03120
3062: SHIP/2024/03045
2581: SHIP/2024/02564
3197: SHIP/2024/03180
3135: SHIP/2024/03118
3218: SHIP/2024/03201
3217: SHIP/2024/03200
3205: SHIP/2024/03188
3032: SHIP/2024/03015
3078: SHIP/2024/03061
3320: SHIP/2024/03303
3307: SHIP/2024/03290
3371: SHIP/2024/03354
3197: SHIP/2024/03180
3235: SHIP/2024/03218
3016: SHIP/2024/02999
3109: SHIP/2024/03092
3228: SHIP/2024/03211
3403: SHIP/2024/03386
2976: SHIP/2024/02959
2975: SHIP/2024/02958
3080: SHIP/2024/03063
3234: SHIP/2024/03217
3402: SHIP/2024/03385
3203: SHIP/2024/03186
3123: SHIP/2024/03106
3337: SHIP/2024/03320
3229: SHIP/2024/03212
3043: SHIP/2024/03026
3149: SHIP/2024/03132
3118: SHIP/2024/03101
3213: SHIP/2024/03196
3146: SHIP/2024/03129
3001: SHIP/2024/02984
3329: SHIP/2024/03312
